mirID 	youngRep1_AS_ZT0	youngRep1_AS_ZT4	youngRep1_AS_ZT8	youngRep1_AS_ZT12	youngRep1_AS_ZT16	youngRep1_AS_ZT20	youngRep2_AS_ZT0	youngRep2_AS_ZT4	youngRep2_AS_ZT8	youngRep2_AS_ZT12	youngRep2_AS_ZT16	youngRep2_AS_ZT20	oldRep1_AS_ZT0	oldRep1_AS_ZT4	oldRep1_AS_ZT8	oldRep1_AS_ZT12	oldRep1_AS_ZT16	oldRep1_AS_ZT20	oldRep2_AS_ZT0	oldRep2_AS_ZT4	oldRep2_AS_ZT8	oldRep2_AS_ZT12	oldRep2_AS_ZT16	oldRep2_AS_ZT20
dme-miR-2495-5p_MIMAT0012204 	1.0 	4.0 	6.0 	3.0 	1.0 	3.0 	3.0 	2.0 	1.0 	5.0 	2.0 	2.0 	1.0 	0.0 	0.0 	1.0 	0.0 	1.4 	0.0 	0.0 	1.0 	1.0 	2.0 	3.0 
dme-miR-2495-3p_MIMAT0012205 	1.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-959-3p_MIMAT0005473 	21.0 	5.0 	10.0 	14.0 	12.0 	13.0 	4.0 	9.0 	13.0 	11.0 	13.0 	6.0 	5.0 	2.0 	1.0 	5.0 	3.0 	2.0 	4.0 	2.0 	1.0 	2.0 	2.0 	0.0 
dme-miR-959-5p_MIMAT0020854 	6.0 	6.0 	9.0 	5.0 	3.0 	8.0 	1.0 	6.0 	5.0 	5.0 	5.0 	5.0 	4.0 	1.0 	0.0 	0.0 	2.0 	2.0 	0.0 	1.0 	4.0 	2.0 	1.0 	0.0 
dme-miR-960-5p_MIMAT0005474 	12.0 	12.0 	10.0 	12.0 	12.0 	17.0 	15.0 	15.0 	5.0 	19.0 	7.0 	19.0 	3.0 	3.0 	4.0 	9.0 	4.0 	6.0 	2.0 	7.0 	6.0 	10.0 	4.0 	4.0 
dme-miR-960-3p_MIMAT0020855 	0.0 	0.0 	4.0 	0.0 	2.0 	2.0 	9.0 	2.0 	7.0 	1.0 	0.0 	0.0 	3.0 	4.0 	0.0 	0.0 	3.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	1.0 
dme-miR-961-5p_MIMAT0005475 	3.0 	5.0 	6.0 	7.0 	13.0 	16.0 	12.0 	16.0 	12.0 	17.0 	8.0 	8.0 	9.0 	6.0 	1.0 	4.0 	8.0 	5.0 	2.0 	5.0 	8.0 	3.0 	5.0 	8.0 
dme-miR-961-3p_MIMAT0020856 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	1.0 	3.0 	0.0 	0.0 	0.0 	3.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	2.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-962-5p_MIMAT0005476 	0.0 	5.0 	1.0 	4.0 	6.0 	5.0 	2.0 	4.0 	2.0 	5.0 	1.0 	4.0 	0.0 	4.0 	2.0 	3.0 	3.0 	2.0 	8.0 	9.0 	1.0 	3.0 	2.0 	4.0 
dme-miR-962-3p_MIMAT0020857 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-963-5p_MIMAT0005477 	0.0 	7.0 	4.0 	2.0 	12.0 	1.0 	4.0 	1.0 	3.0 	2.0 	9.0 	5.0 	6.0 	1.0 	1.0 	3.0 	1.0 	7.0 	7.0 	0.0 	1.0 	2.0 	1.0 	1.0 
dme-miR-963-3p_MIMAT0020858 	0.0 	4.0 	0.0 	3.0 	1.0 	0.0 	7.0 	0.0 	1.0 	2.0 	4.0 	1.0 	0.0 	2.0 	1.0 	1.0 	0.0 	1.0 	2.0 	2.0 	2.0 	3.0 	1.0 	0.0 
dme-miR-964-5p_MIMAT0005478 	4.0 	6.0 	4.0 	15.0 	13.0 	11.0 	7.0 	16.0 	10.0 	8.0 	8.0 	14.0 	2.0 	3.0 	4.0 	5.0 	10.0 	5.0 	2.0 	3.0 	3.0 	9.0 	3.0 	2.0 
dme-miR-964-3p_MIMAT0020859 	0.0 	1.0 	3.0 	1.0 	1.0 	1.0 	2.0 	4.0 	9.0 	5.0 	0.0 	7.0 	2.0 	3.0 	1.0 	1.0 	0.0 	1.0 	1.0 	2.0 	1.0 	2.5 	0.0 	1.0 
dme-miR-966-5p_MIMAT0005481 	303.974358974 	478.192307692 	502.583333333 	460.594017094 	519.58974359 	555.256410256 	429.597985348 	523.467948718 	614.991452991 	453.423076923 	407.673076923 	468.892307692 	408.83974359 	445.75 	351.211538462 	456.211538462 	426.712820513 	502.444444444 	568.533882784 	548.399267399 	494.655982906 	711.681623932 	403.621794872 	290.474358974 
dme-miR-966-3p_MIMAT0020862 	1.0 	4.0 	2.0 	0.0 	3.0 	4.0 	0.0 	2.0 	2.0 	0.0 	0.0 	3.0 	2.0 	1.0 	0.0 	1.0 	1.0 	1.0 	0.0 	0.0 	1.0 	1.0 	0.0 	0.0 
dme-miR-932-5p_MIMAT0005479 	2796.0 	13570.0 	14673.0 	14250.0 	17459.0 	16287.0 	15021.0 	18311.0 	21733.0 	17346.0 	13250.0 	17795.0 	13889.0 	12714.0 	11427.0 	14427.0 	13603.0 	16194.5 	16159.0 	16539.0 	14654.6666667 	16450.0 	13947.0 	13659.5 
dme-miR-932-3p_MIMAT0020860 	1015.0 	1992.0 	2146.0 	2225.0 	2930.0 	2445.0 	2000.0 	2678.0 	3665.0 	2762.0 	1727.0 	2176.0 	1300.5 	1377.0 	1127.0 	1298.0 	1427.0 	1422.0 	1570.0 	1443.0 	1423.0 	1679.5 	945.0 	947.0 
dme-miR-275-3p_MIMAT0000333 	5181.0 	6532.5 	8808.0 	12260.0 	11780.5 	10431.5 	6599.5 	10113.0 	13505.5 	8321.5 	5175.0 	7388.5 	10065.5 	12234.0 	8233.0 	11055.5 	12203.0 	9459.0 	18087.5 	12172.5 	15543.5 	12315.0 	7797.5 	6562.5 
dme-miR-275-5p_MIMAT0020801 	1585.0 	3463.0 	4430.0 	3857.0 	4668.5 	3691.0 	2529.0 	4252.5 	5476.5 	4237.0 	2648.0 	2880.0 	3576.0 	4010.5 	3307.5 	3848.5 	3633.5 	3013.0 	3935.0 	3979.5 	3815.0 	3296.0 	1876.5 	2317.5 
dme-miR-305-5p_MIMAT0000391 	15014.5 	49218.0 	60295.0 	66317.5 	67422.0 	62517.5 	68728.0 	69572.5 	82378.0 	68785.3333333 	53081.5 	64713.0 	62336.0 	57578.5 	55019.5 	75493.5 	66820.0 	61299.5 	70873.5 	70423.0 	64010.0 	66353.8333333 	49491.0 	53827.0 
dme-miR-305-3p_MIMAT0020827 	98542.5 	107792.5 	113860.0 	90805.5 	129124.5 	112079.0 	88173.5 	133192.5 	135571.5 	105705.0 	72131.5 	94484.0 	139717.5 	111729.0 	109030.0 	148200.5 	153231.5 	114109.5 	130941.0 	122670.0 	120331.0 	117551.5 	79462.0 	119801.5 
dme-miR-4984-5p_MIMAT0020219 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	2.0 	0.0 	0.0 	0.0 	0.0 	0.0 	2.0 
dme-miR-4984-3p_MIMAT0020220 	4.0 	15.0 	9.0 	10.0 	11.0 	8.0 	12.0 	8.0 	9.0 	8.0 	8.0 	12.0 	9.0 	11.0 	12.0 	19.0 	17.0 	19.0 	12.0 	17.0 	8.0 	13.0 	11.0 	4.0 
dme-miR-2b-3p_MIMAT0000107 	7326.71666667 	21509.7166667 	24417.4166667 	23429.9833333 	30812.7166667 	27049.65 	24820.25 	31099.45 	35536.5666667 	27461.7666667 	20705.5666667 	26031.4333333 	21319.1 	20481.0333333 	19213.2666667 	25116.8166667 	25638.35 	21879.4833333 	22742.6833333 	20195.8833333 	19265.2666667 	22021.25 	15690.5333333 	17188.5166667 
dme-miR-2b-1-5p_MIMAT0020782 	145.0 	566.0 	575.0 	414.0 	606.0 	524.0 	474.0 	665.0 	680.0 	535.0 	429.0 	475.0 	320.0 	287.0 	234.0 	249.0 	230.0 	231.0 	315.0 	273.0 	271.0 	372.0 	233.0 	213.0 
dme-miR-87-3p_MIMAT0000361 	118.0 	378.0 	450.0 	331.0 	493.5 	466.166666667 	457.166666667 	581.166666667 	558.0 	500.0 	435.0 	522.333333333 	314.5 	241.0 	248.0 	340.0 	285.0 	256.0 	324.0 	364.166666667 	310.0 	403.0 	212.0 	264.0 
dme-miR-87-5p_MIMAT0020821 	55.0 	160.0 	232.0 	200.0 	177.0 	239.0 	134.5 	220.0 	304.0 	175.0 	120.0 	133.0 	158.0 	183.0 	138.0 	99.0 	114.0 	128.0 	183.0 	182.0 	166.0 	211.0 	74.5 	59.0 
dme-miR-4970-5p_MIMAT0020197 	0.0 	0.0 	1.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-9378-5p_MIMAT0035219 	113.0 	183.0 	171.0 	132.0 	198.0 	201.0 	225.0 	201.0 	206.0 	156.0 	158.0 	185.0 	148.0 	119.0 	127.0 	176.0 	161.0 	169.0 	171.0 	159.0 	106.0 	158.0 	108.0 	122.0 
dme-miR-9378-3p_MIMAT0035220 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	2.0 
dme-miR-4987-5p_MIMAT0020225 	1.0 	1.0 	2.0 	0.0 	1.0 	0.0 	3.0 	0.0 	4.0 	0.0 	0.0 	1.0 	2.0 	0.0 	0.0 	1.0 	4.0 	2.0 	0.0 	0.0 	7.0 	0.0 	0.0 	0.0 
dme-miR-4987-3p_MIMAT0020226 	1.0 	1.0 	0.0 	3.0 	6.0 	5.0 	3.0 	6.0 	5.0 	2.0 	2.0 	2.0 	2.0 	4.0 	1.0 	1.0 	3.0 	1.0 	1.0 	5.0 	2.0 	0.0 	1.0 	3.0 
dme-miR-263a-5p_MIMAT0000319 	1069712.95238 	1104974.61905 	904482.666667 	611641.428571 	752131.583333 	725833.321429 	525511.702381 	990491.321429 	777094.142857 	589064.285714 	466215.595238 	608843.452381 	798581.083333 	995755.559524 	651287.511905 	822187.52381 	926374.52381 	924563.702381 	712030.297619 	782697.714286 	746629.333333 	977188.321429 	604024.595238 	619301.75 
dme-miR-263a-3p_MIMAT0020799 	188.0 	748.0 	1115.0 	1296.0 	1325.0 	994.0 	892.0 	1033.0 	1691.0 	1535.0 	994.5 	1036.0 	1258.5 	1125.0 	1548.0 	2189.0 	1853.0 	1216.0 	1388.0 	1517.0 	1692.0 	1732.5 	1104.0 	1298.0 
dme-miR-967-5p_MIMAT0005482 	27.0 	45.0 	75.0 	43.0 	70.0 	66.0 	71.0 	78.0 	48.0 	35.0 	55.0 	52.0 	55.0 	48.0 	41.0 	60.0 	65.0 	52.0 	42.0 	45.0 	46.0 	40.0 	29.0 	47.0 
dme-miR-967-3p_MIMAT0020863 	0.0 	14.0 	4.0 	14.0 	7.0 	2.0 	5.0 	6.0 	10.0 	9.0 	12.0 	14.0 	3.0 	5.0 	5.0 	2.0 	5.0 	5.0 	6.0 	3.0 	12.0 	9.0 	4.0 	6.0 
dme-miR-9382-5p_MIMAT0035227 	3.0 	2.0 	3.0 	13.0 	7.0 	4.0 	7.0 	2.0 	5.0 	6.0 	6.0 	5.0 	5.0 	8.0 	1.0 	11.0 	4.0 	5.0 	24.0 	7.0 	14.0 	9.0 	6.0 	5.0 
dme-miR-9382-3p_MIMAT0035228 	0.0 	2.0 	1.0 	2.0 	0.0 	2.0 	0.0 	1.0 	3.0 	0.0 	0.0 	2.0 	1.0 	2.0 	0.0 	0.0 	3.0 	2.0 	0.0 	0.0 	0.0 	2.0 	1.0 	0.0 
dme-miR-2489-3p_MIMAT0012196 	70.0 	263.4 	271.0 	259.125 	240.0 	220.0 	241.908333333 	272.2 	265.45 	245.233333333 	223.583333333 	260.991666667 	93.25 	96.0 	83.0 	109.575 	86.4 	109.2 	105.095238095 	112.45 	110.0 	144.2 	105.0 	75.7333333333 
dme-miR-2489-5p_MIMAT0020910 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	2.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-1002-5p_MIMAT0005483 	3.0 	10.0 	11.0 	8.0 	9.0 	12.0 	7.0 	10.0 	8.0 	5.0 	10.0 	9.0 	4.0 	10.0 	8.0 	3.0 	6.0 	9.0 	4.0 	11.0 	6.0 	8.0 	3.0 	3.0 
dme-miR-1002-3p_MIMAT0020864 	2.0 	3.0 	8.0 	6.0 	11.0 	7.0 	15.0 	4.0 	5.0 	8.0 	0.0 	5.0 	2.0 	4.0 	2.0 	4.0 	5.0 	1.0 	3.0 	1.0 	11.0 	5.0 	1.0 	2.0 
dme-miR-968-5p_MIMAT0005484 	1.0 	14.0 	19.0 	19.0 	18.0 	26.0 	12.0 	11.0 	12.0 	20.0 	14.0 	24.0 	9.0 	17.0 	12.0 	8.0 	13.0 	6.0 	12.0 	15.0 	10.0 	19.0 	22.0 	8.0 
dme-miR-968-3p_MIMAT0020865 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 
dme-miR-4943-5p_MIMAT0020151 	5.0 	1.0 	2.0 	1.33333333333 	3.0 	2.0 	0.0 	3.0 	0.0 	2.0 	2.16666666667 	5.0 	1.0 	10.0 	1.0 	1.64285714286 	2.0 	1.0 	0.166666666667 	0.0 	7.0 	1.0 	0.0 	1.0 
dme-miR-4943-3p_MIMAT0020152 	0.0 	0.0 	0.0 	0.0 	2.0 	0.0 	0.0 	1.0 	3.0 	0.0 	0.0 	1.0 	1.0 	0.0 	1.0 	0.0 	9.0 	0.0 	2.0 	1.0 	0.0 	0.0 	0.0 	1.0 
dme-miR-2497-5p_MIMAT0012208 	0.0 	0.0 	0.0 	1.0 	3.0 	1.0 	0.0 	1.0 	4.0 	0.0 	0.0 	1.0 	1.0 	0.0 	0.0 	1.0 	3.0 	3.0 	0.0 	0.0 	1.0 	0.0 	1.0 	0.0 
dme-miR-2497-3p_MIMAT0012209 	2.0 	1.0 	4.0 	3.0 	1.0 	1.0 	7.0 	1.0 	4.0 	1.0 	0.0 	2.0 	1.0 	0.5 	2.0 	4.0 	3.0 	1.0 	6.0 	3.0 	2.0 	2.0 	6.0 	1.0 
dme-miR-9c-5p_MIMAT0000392 	26648.8333333 	68325.5 	65194.0 	59546.0 	65681.0 	63762.5 	63348.0 	59342.5 	65029.5 	64964.5 	54980.5 	67744.0 	51127.0 	44928.0 	42177.5 	51869.5 	46188.6666667 	54639.0 	48123.3333333 	56855.5 	42667.5 	64067.5 	45545.5 	40355.0 
dme-miR-9c-3p_MIMAT0020828 	1.0 	9.0 	8.0 	5.0 	2.0 	8.0 	8.0 	10.0 	9.5 	12.0 	7.0 	8.0 	10.0 	6.0 	8.0 	8.0 	12.5 	11.0 	11.0 	12.0 	9.0 	5.0 	6.0 	10.0 
dme-miR-306-5p_MIMAT0000393 	15647.0 	26881.0 	27264.0 	23622.0 	20264.0 	22634.0 	35094.0 	24537.0 	28158.0 	22435.0 	19921.0 	24433.0 	26343.0 	23753.0 	22201.0 	47963.0 	49059.5 	29236.0 	26539.0 	30327.0 	25516.0 	31964.0 	27642.0 	25571.0 
dme-miR-306-3p_MIMAT0000394 	116.0 	193.0 	205.0 	199.5 	255.0 	239.0 	264.5 	324.5 	378.0 	295.5 	195.0 	253.0 	482.5 	343.0 	437.0 	529.0 	481.0 	313.0 	407.0 	391.0 	420.0 	351.0 	225.0 	477.0 
dme-miR-79-3p_MIMAT0000352 	62.0 	155.0 	206.0 	233.0 	205.0 	194.0 	250.0 	251.0 	239.5 	228.0 	179.0 	235.0 	212.0 	165.0 	183.0 	284.0 	258.0 	185.0 	223.0 	195.0 	251.0 	202.0 	210.0 	190.0 
dme-miR-79-5p_MIMAT0020814 	22.5 	38.8333333333 	44.0 	34.0 	29.0 	31.5 	39.5 	40.5 	37.0 	29.0 	19.0 	38.0 	24.0 	34.5 	29.0 	43.0 	40.0 	34.0 	37.0 	22.5 	26.5 	30.0 	13.5 	19.0 
dme-miR-9b-5p_MIMAT0000395 	6651.0 	14470.5 	16145.0 	14787.5 	12188.0 	13626.5 	16003.0 	13644.0 	13418.0 	14432.5 	11869.0 	14696.5 	15532.0 	15274.0 	14527.0 	21702.5 	18559.8333333 	15622.0 	17281.0 	17599.0 	15149.5 	22204.5 	19029.0 	14499.5 
dme-miR-9b-3p_MIMAT0020829 	277.0 	515.0 	802.0 	982.5 	986.5 	913.0 	915.5 	1041.0 	1327.0 	1038.0 	659.5 	921.0 	951.5 	780.5 	838.0 	1133.5 	1119.0 	680.0 	1174.5 	920.0 	991.5 	741.0 	591.0 	858.0 
dme-miR-1006-3p_MIMAT0005019 	592.5 	702.583333333 	934.916666667 	1164.5 	941.333333333 	935.75 	994.833333333 	962.333333333 	999.5 	1042.41666667 	780.666666667 	1040.86666667 	710.333333333 	740.36025641 	610.45 	1132.16666667 	1045.16666667 	742.5 	1072.5 	851.033333333 	894.916666667 	964.283333333 	799.083333333 	772.75 
dme-miR-1006-5p_MIMAT0020903 	12.0 	21.0 	45.0 	45.0 	62.0 	39.0 	38.0 	39.0 	47.0 	29.0 	33.0 	42.0 	35.0 	24.3333333333 	30.5 	56.0 	74.0 	53.0 	58.0 	51.0 	51.0 	44.0 	38.0 	58.0 
dme-miR-124-3p_MIMAT0000351 	1791.0 	5749.0 	6822.0 	7117.0 	6879.5 	6869.0 	8238.0 	9594.0 	9979.0 	7757.0 	4924.0 	7541.0 	8762.5 	8225.0 	7117.0 	10490.5 	11284.0 	6919.5 	10363.5 	8947.5 	9932.0 	8258.5 	6505.0 	8232.0 
dme-miR-124-5p_MIMAT0020813 	1571.0 	4634.0 	4596.0 	4404.0 	5610.0 	4643.0 	5116.0 	6038.0 	7334.0 	5584.0 	3529.0 	5046.0 	4098.0 	3260.0 	3238.0 	4556.0 	4451.0 	3405.0 	4176.0 	3879.0 	3678.0 	3704.0 	2799.0 	3586.0 
dme-miR-287-3p_MIMAT0000360 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-100-5p_MIMAT0000357 	5329.0 	9721.5 	7365.0 	6034.0 	7286.0 	5709.5 	5169.5 	8261.0 	8377.0 	5742.0 	4262.5 	5903.0 	7332.0 	6934.5 	4954.0 	6868.0 	7440.5 	6273.0 	7382.0 	6697.5 	5643.5 	6554.5 	4117.5 	5814.5 
dme-miR-100-3p_MIMAT0020818 	336.0 	504.0 	563.0 	557.0 	672.0 	567.0 	602.0 	665.0 	750.0 	615.0 	474.0 	623.0 	785.0 	664.0 	666.0 	854.0 	800.0 	793.0 	751.0 	867.0 	696.0 	717.0 	510.0 	673.0 
dme-let-7-5p_MIMAT0000396 	459211.0 	720355.666667 	776252.0 	634016.0 	807910.5 	698966.0 	620942.0 	713701.333333 	790659.0 	698458.666667 	561638.0 	635702.5 	463033.5 	449293.0 	414658.5 	650316.0 	555846.0 	614964.666667 	544639.833333 	475878.0 	448599.5 	575224.5 	449705.166667 	374533.0 
dme-let-7-3p_MIMAT0020830 	55.0 	148.0 	182.5 	158.0 	229.5 	230.5 	277.5 	207.0 	284.5 	243.0 	167.0 	239.5 	312.5 	301.0 	284.5 	423.0 	392.5 	257.5 	394.5 	275.5 	330.0 	291.0 	279.5 	266.0 
dme-miR-125-5p_MIMAT0000397 	31407.5 	62846.5 	53932.5 	39501.5 	66900.0 	50138.5 	48644.5 	80901.0 	85361.0 	54784.0 	35159.0 	50821.0 	40816.5 	31176.0 	30185.0 	32682.0 	33047.0 	31622.0 	41475.5 	34495.5 	32195.5 	39860.5 	20989.0 	31495.5 
dme-miR-125-3p_MIMAT0020831 	1612.5 	3726.0 	3932.0 	3797.5 	3739.0 	3692.0 	3490.0 	3470.5 	3650.5 	3806.5 	2860.0 	3203.5 	2984.0 	3299.0 	2697.0 	3772.5 	3017.0 	2922.5 	3553.0 	3654.5 	3297.0 	4211.5 	3533.0 	2421.0 
dme-miR-4946-5p_MIMAT0020156 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-2a-3p_MIMAT0000106 	9522.38333333 	27163.8833333 	30708.0833333 	29123.3166667 	37098.3 	33120.4833333 	30923.0 	40582.2 	45288.15 	34185.4333333 	24539.5666667 	31769.1833333 	25930.1 	24184.2833333 	21570.4333333 	30076.5666667 	30975.5166667 	24468.7333333 	28209.85 	24373.3833333 	24353.7666667 	26530.3333333 	18175.7 	21981.6 
dme-miR-2a-2-5p_MIMAT0020781 	1900.5 	4529.0 	5074.5 	5354.5 	5622.5 	5646.5 	5061.5 	5429.5 	6097.83333333 	5677.0 	5016.0 	5645.5 	7292.16666667 	6608.0 	5977.0 	7597.83333333 	6426.0 	7186.83333333 	8002.5 	8458.33333333 	7701.5 	9255.5 	7257.83333333 	6642.5 
dme-miR-2a-3p_MIMAT0000106_1 	9493.21666667 	27062.2166667 	30580.0833333 	28990.9833333 	36967.8 	32987.15 	30794.5 	40402.2 	45113.3166666 	34086.7666667 	24445.5666667 	31625.0166667 	25808.1 	24048.1166667 	21514.7666667 	29935.5666667 	30849.1833333 	24340.0666667 	28095.0166667 	24273.3833333 	24228.2666667 	26432.5 	18080.2 	21855.1 
dme-miR-2a-1-5p_MIMAT0020780 	76.8095238095 	238.083333333 	231.011904762 	258.666666667 	218.55952381 	234.083333333 	212.333333333 	224.071428571 	220.035714286 	203.285714286 	204.726190476 	190.571428571 	151.571428571 	254.892857143 	122.226190476 	239.083333333 	179.083333333 	225.75 	232.095238095 	234.952380952 	221.845238095 	358.642857143 	289.285714286 	187.535714286 
dme-miR-2b-3p_MIMAT0000107_1 	7310.21666667 	21465.6333333 	24357.3333333 	23373.7333333 	30737.7166667 	26993.4833333 	24766.5 	31023.45 	35473.65 	27394.2666667 	20654.3166667 	25975.9333333 	21274.6 	20456.5333333 	19161.2666667 	25061.0666667 	25599.0166667 	21844.4833333 	22690.35 	20135.2166667 	19228.4333333 	21958.0 	15634.7833333 	17183.6833333 
dme-miR-2b-2-5p_MIMAT0020783 	1620.80952381 	5486.25 	5421.01190476 	6951.66666667 	5577.05952381 	5807.08333333 	5158.83333333 	5146.07142857 	5412.53571429 	5159.28571429 	5136.72619048 	5332.57142857 	5009.57142857 	5408.89285714 	4224.22619048 	6158.91666667 	5474.08333333 	6128.75 	6388.5952381 	6521.45238095 	5820.8452381 	8776.80952381 	7410.78571429 	4633.03571429 
dme-miR-1-3p_MIMAT0000105 	35058.5 	9577.0625 	9609.5 	9301.5 	9638.5 	10675.5 	8187.0625 	7861.5 	13495.0 	11826.0 	10781.5 	12886.5 	9604.5 	7784.5625 	9376.0 	11759.5 	11048.0 	13216.5 	13841.5 	15159.5 	12535.0 	20059.5 	13683.0 	11128.0625 
dme-miR-1-5p_MIMAT0020779 	4.0 	7.0 	12.0 	7.0 	5.0 	17.5 	11.0 	12.0 	9.0 	12.0 	14.5 	16.0 	9.5 	7.0 	3.5 	20.0 	15.0 	16.0 	15.0 	15.0 	13.0 	4.0 	18.0 	6.0 
dme-miR-4973-5p_MIMAT0020201 	13.0 	24.0 	23.0 	16.0 	23.0 	17.0 	23.0 	18.0 	13.0 	22.0 	13.0 	22.0 	21.0 	13.0 	16.0 	17.0 	29.0 	18.0 	13.0 	22.0 	15.0 	22.0 	24.0 	8.0 
dme-miR-4973-3p_MIMAT0020202 	0.0 	1.0 	2.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	1.0 	3.0 	3.0 	0.0 	0.0 	0.0 	1.5 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-133-3p_MIMAT0000340 	734285.5 	1230440.0 	1158808.5 	1017715.0 	847867.5 	768023.5 	1058556.0 	1168723.0 	1174714.0 	988888.0 	707294.0 	856406.5 	615565.0 	625721.0 	505762.0 	924249.0 	931215.5 	521863.5 	568635.5 	657441.0 	544807.5 	668546.5 	456434.0 	484888.5 
dme-miR-133-5p_MIMAT0020806 	389.0 	978.0 	1138.0 	1089.0 	1386.0 	1239.0 	1232.0 	1323.0 	1497.0 	1300.0 	1042.0 	1254.0 	682.0 	619.0 	611.0 	833.0 	736.0 	724.0 	759.0 	767.0 	672.0 	677.0 	517.0 	607.0 
dme-miR-288-3p_MIMAT0000363 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
dme-miR-9374-5p_MIMAT0035211 	11.0 	7.0 	10.0 	12.0 	10.0 	9.0 	6.0 	14.0 	11.0 	16.0 	8.0 	10.0 	7.0 	5.0 	4.0 	19.0 	13.0 	7.0 	7.0 	9.0 	2.0 	4.0 	4.0 	10.0 
dme-miR-9374-3p_MIMAT0035212 	0.0 	0.0 	1.0 	0.0 	1.0 	0.0 	0.0 	1.0 	2.0 	0.0 	0.0 	1.0 	3.0 	0.0 	0.0 	5.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 
dme-miR-4974-5p_MIMAT0020203 	0.0 	1.0 	3.0 	2.0 	1.0 	3.0 	0.0 	0.0 	10.0 	2.0 	1.0 	3.0 	3.0 	0.0 	1.0 	1.0 	1.0 	2.0 	0.0 	1.0 	2.0 	2.0 	1.0 	4.5 
dme-miR-4974-3p_MIMAT0020204 	0.119298245614 	0.204761904762 	0.325 	0.6 	0.0909090909091 	0.0666666666667 	0.6 	0.266666666667 	0.133333333333 	0.133333333333 	0.133333333333 	0.0 	0.495238095238 	0.742857142857 	0.133333333333 	0.266666666667 	0.2625 	0.0714285714286 	0.171794871795 	0.0 	0.4 	1.13333333333 	0.381798245614 	0.0 
dme-miR-2490-5p_MIMAT0012197 	0.0 	0.125 	0.0909090909091 	0.142857142857 	0.0 	0.0 	0.0 	0.0 	0.125 	0.0 	0.25 	0.125 	0.125 	0.5 	1.14285714286 	0.125 	0.285714285714 	0.142857142857 	0.392857142857 	0.0 	0.25 	0.428571428571 	0.25 	0.0 
dme-miR-2490-3p_MIMAT0020911 	0.0 	1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.285714285714 	0.0 	0.166666666667 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.0 	0.0 	0.166666666667 	1.0 	0.0 	0.0 	0.0 	0.0 
