mirID	logFC	unshrunk.logFC	logCPM	PValue
dme-miR-965-3p_MIMAT0005480 	30.3762287583662	30.3768239136435	4.76813749892507	1.32006392144614e-40
dme-miR-965-5p_MIMAT0020861 	31.9148441009466	31.9158480896396	3.98746268142426	3.98110221304055e-42
dme-miR-375-3p_MIMAT0005472 	24.9010968848217	24.9011894973411	7.5563326950393	5.63762363971568e-40
dme-miR-375-5p_MIMAT0020853 	41.4069163262673	41.4398279208414	-0.357306527283921	3.01603438931738e-28
dme-miR-2280-5p_MIMAT0011786 	53.6346654096753	144269531.041698	-3.46157350603886	4.53096258009639e-25
dme-miR-2280-3p_MIMAT0011787 	49.6303140031993	50.1596016886796	-3.10375990853995	1.63989561524192e-32
dme-miR-4914-5p_MIMAT0020507 	51.6325533177655	52.7610249073546	-3.33963316524256	7.45109138236198e-37
dme-miR-4971-5p_MIMAT0020198 	41.9384005610097	41.9710403029359	-0.817713943307093	4.51098315413732e-35
dme-miR-4972-5p_MIMAT0020199 	50.1763258724407	51.0831743916891	-3.06687274278175	1.86377043893476e-35
dme-miR-4972-3p_MIMAT0020200 	41.8450046134673	41.876683950537	-0.780424187959385	5.33618602294637e-33
dme-miR-1004-3p_MIMAT0005017 	34.3834275672997	34.3859436056475	2.85554385691965	7.7099366597147e-35
dme-miR-1004-5p_MIMAT0032027 	27.4049221479443	27.4051362314083	6.26186627444092	1.78843832604662e-44
dme-miR-1005-3p_MIMAT0005018 	38.3850171505666	38.3945363057135	0.823367345861993	2.56711687836207e-38
dme-miR-4910-5p_MIMAT0020503 	50.6804054219015	51.4374038504237	-3.24915415708515	1.83253337124551e-35
dme-miR-4912-5p_MIMAT0020505 	46.6009349460581	46.7851024672779	-2.40663191105338	4.42044515670717e-30
dme-miR-2495-5p_MIMAT0012204 	47.3688238701637	47.6196613661494	-2.59134115746568	2.91389041771248e-33
dme-miR-2495-3p_MIMAT0012205 	53.7131069082282	144269531.193637	-3.45944050658861	4.08051772500398e-25
dme-miR-959-3p_MIMAT0005473 	43.9833934252529	44.0687769509476	-1.38706237328459	2.05152816770444e-31
dme-miR-959-5p_MIMAT0020854 	45.7894142345283	45.939445244922	-2.09307002617253	3.97950147516266e-32
dme-miR-960-5p_MIMAT0005474 	42.7514309976291	42.798410236693	-1.0555105336875	1.98427694798045e-34
dme-miR-960-3p_MIMAT0020855 	47.5212178801087	47.7646316169936	-2.67238606386287	3.60803121490699e-30
dme-miR-961-5p_MIMAT0005475 	43.0861760403704	43.1361864595187	-1.24125731933142	3.73304686987015e-34
dme-miR-961-3p_MIMAT0020856 	50.6922017289933	51.4495394540195	-3.25101605399179	3.33938659979888e-34
dme-miR-962-5p_MIMAT0005476 	45.3416161464403	45.4482761012399	-2.10833687150078	6.50461789779308e-32
dme-miR-962-3p_MIMAT0020857 	54.9038781827184	288539008.177793	-3.52037075777795	1
dme-miR-963-5p_MIMAT0005477 	45.3741370734278	45.4835614483247	-2.09915327072615	1.37852433095945e-29
dme-miR-963-3p_MIMAT0020858 	47.4028461092148	47.6286063763504	-2.67840956217709	2.11332699631844e-31
dme-miR-964-5p_MIMAT0005478 	43.4941232165729	43.5532804390884	-1.37069263204603	1.10854027335608e-34
dme-miR-964-3p_MIMAT0020859 	46.8786393156908	47.0708465724075	-2.51071058010122	6.28291474589394e-32
dme-miR-966-5p_MIMAT0005481 	31.1053239042328	31.106080374537	4.3855754335472	2.04891768281797e-41
